measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,1996,1672.9279578631000,2856.8327293082100,767.5223163664530
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,1997,1766.1051811912400,2992.4485406312700,805.1480724610190
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,1998,1863.6910396651800,3136.168000566950,862.5886337354040
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,1999,1943.463413107140,3270.7219173260600,931.2552555917220
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2000,1983.094154147340,3294.6098640808800,961.3747888516760
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2001,1990.5814866064400,3328.560602095710,969.5695549590610
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2002,1989.7896612211600,3278.863790486240,975.02842401495
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2003,1988.8557293979300,3267.50405554988,961.7951151580780
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2004,1990.887463161290,3252.186603430000,972.6506119624090
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2005,2004.5121867715200,3264.631991561960,972.9831607195480
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2006,2028.8434315952200,3347.341471047600,998.7516427395410
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2007,2054.8858587009700,3385.752873317090,1009.6691400419100
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2008,2075.8608961715100,3406.2078079113800,1045.534076031240
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2009,2097.8877360539500,3422.311695878270,1066.8518678894900
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2010,2112.5856897493800,3450.3163627440300,1071.3485980563800
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2011,2111.587137182120,3410.3211673552900,1071.246189973910
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2012,2082.9105251136500,3376.244028187700,1077.314657880970
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2013,2041.711252948630,3323.193472852050,1044.2638669471600
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2014,2008.747504429620,3255.441883636700,1022.6582650734900
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2015,1993.226408453690,3278.410238304930,1011.3344953139800
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2016,1995.914365620550,3250.3044617561000,1021.7444865637400
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2017,2000.0375308768500,3257.364679524230,1015.4079078206900
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2018,2006.4185690428300,3243.4758118791000,1020.460153902380
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2019,2014.2198333708,3335.690836849950,1019.1781809635100
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2020,2236.472004704170,3787.3033152147100,1065.60584473944
YLDs (Years Lived with Disability),Rhode Island,Both,All ages,Depressive disorders,Number,2021,2180.752350578530,3607.406487899910,1071.693230856460
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1990,250.80192902239600,570.3320382956890,72.01785475483780
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1991,251.5700723776020,569.6024317436380,72.47347598922580
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1992,253.4523850578910,571.1118946806180,72.8494206347622
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1993,256.53120215812800,575.7270412623910,74.02767965383500
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1994,261.1747384454420,584.518326997918,78.78836039163460
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1995,266.47091768883000,588.2690596829690,79.66227582722630
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1996,279.0974435043870,619.5054800121120,85.08045063006340
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1997,301.03022121454600,674.6281264874830,89.59368426284750
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1998,326.11248550283800,714.6108059955370,98.2019589458598
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,1999,348.9298571589270,786.9294379055900,104.73741417188600
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2000,362.9212567998330,804.6942270146450,111.38961637378700
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2001,368.0683249995980,810.4987064573200,113.7345407129940
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2002,369.9927569519340,819.316238209008,114.40966028322400
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2003,369.977962198252,812.605637494298,116.45510581844400
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2004,369.4232354217000,818.0567894813800,118.96343457260900
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2005,371.2576586413830,819.5272117785850,123.23254663274000
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2006,375.20864936028300,807.2489587652050,123.37840111532800
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2007,381.6498086710290,819.6493254158950,125.45641861074700
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2008,386.6614808912720,823.934865275485,125.86614347149700
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2009,390.7339862336600,833.1320177658680,128.5021854024270
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2010,393.2964244444950,835.4701574285440,129.54757376377100
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2011,392.1022212118940,830.1968401027820,128.0682938138470
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2012,385.5720665240080,833.974473331535,123.33387892741300
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2013,377.9700575252330,823.428518613162,122.8350911480840
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2014,372.7466726419130,818.7677564431170,117.20899637927400
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2015,372.04159588556700,807.3592824011410,118.48366994684200
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2016,380.1928770097290,841.2753986785630,117.61407978733100
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2017,391.55098950172700,870.9043558789140,118.47002633193400
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2018,402.2518603895900,898.3520120822600,120.04566214867200
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2019,406.90254198453900,913.1663645308650,121.67819812574200
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2020,401.9321599931000,897.3063313414900,121.0373139900210
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Anxiety disorders,Number,2021,405.7546396840310,899.1505023101050,123.43855027446600
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1990,4878.494346098350,8228.836303510050,2127.6472543666200
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1991,5170.100528374070,8682.351241167600,2225.156610503250
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1992,5460.084846496910,9234.22762593523,2325.378777855250
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1993,5746.24246851064,9780.864652404370,2466.698682616610
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1994,6019.2061493790000,10088.94434491130,2576.6123220904500
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1995,6283.841410193490,10615.902315781900,2684.5009097512100
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1996,6606.534599850220,11071.946326820200,2850.225558732190
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1997,7028.492296993330,11773.944679953900,3028.5446148248500
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1998,7456.38691333668,12496.860091349500,3213.1500471763700
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,1999,7851.976700238390,13036.31875598820,3423.453041955870
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2000,8116.779215115550,13443.843806473600,3599.815734115210
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2001,8275.436356714760,13695.612643271800,3708.366038082780
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2002,8392.086952088810,13875.875335014200,3749.58365544956
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2003,8508.47478134297,14199.424072445100,3876.91211060483
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2004,8632.992240371860,14331.3155452133,3954.252847045990
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2005,8792.225738720210,14469.745359174400,4071.085134305040
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2006,8991.298415893430,14746.58535765310,4175.160547907660
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2007,9213.597450034420,15242.482687732800,4342.862033558220
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2008,9416.376072821600,15508.62289307750,4490.42661913216
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2009,9602.512565032730,15821.4202261534,4600.407050865050
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2010,9732.95453260037,16180.875295387800,4686.856695352410
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2011,9766.95139990294,15983.635859495400,4700.093016448500
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2012,9674.075177360620,15756.837941357800,4670.24292730179
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2013,9516.860633065580,15335.83045706860,4629.860126462980
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2014,9383.604485386360,14999.623453485400,4578.6061119314600
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2015,9330.795091975900,14733.538643759100,4556.559419824550
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2016,9339.825805658270,14768.8897901368,4600.556870295290
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2017,9364.693846887410,14912.933004882100,4668.468735509030
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2018,9393.684756924230,15050.125452278000,4630.970302603590
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2019,9424.887803097110,15302.790928481600,4636.294526124620
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2020,10544.46580322330,17733.281403036200,4860.328397429370
YLDs (Years Lived with Disability),South Carolina,Both,All ages,Depressive disorders,Number,2021,10582.134755280100,17664.094040368500,4767.556374657860
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1990,663.1792051879830,1136.705144086090,307.5826645583140
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1991,701.2790587695000,1185.216911863630,328.3211505238210
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1992,739.7660098916060,1255.68861235843,344.73123388358900
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1993,777.0860129752500,1314.1707282975000,364.1741309429380
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1994,811.7838627593840,1382.8288507418100,370.6616560917490
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1995,844.3753336231770,1417.3723511779600,386.873932688654
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1996,883.2827186244450,1461.502523835300,411.7400947845070
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1997,933.9267465412200,1544.0667692441400,445.49950972119500
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1998,987.668599956093,1615.1069089786100,476.8314854383420
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,1999,1035.006177355750,1676.7275426963100,503.8091218437420
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2000,1065.846502700080,1722.6461775708900,521.5441695799790
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2001,1082.6718160033500,1758.7834460306700,538.4113163802660
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2002,1094.021939073360,1770.5276212717000,544.3676138870580
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2003,1103.2816719236500,1798.619166537610,549.3941963474000
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2004,1111.189389047760,1832.7790112374700,556.415044196616
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2005,1121.5435404990200,1849.559414773680,569.1962657251680
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2006,1140.125710707510,1881.0365701097600,584.2571815500080
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2007,1160.412145494670,1920.0176763840700,586.1563480759330
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2008,1182.138120164510,1982.000272189100,604.0941669716390
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2009,1197.789867487160,1995.826135647,606.7901663826800
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2010,1208.4458730649600,2003.693155007410,612.3972606434390
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2011,1204.8551914882000,1994.411551212830,610.5918684888070
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2012,1184.1554208789800,1936.378249238110,603.6830471204570
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2013,1158.2302239281400,1869.769011568420,596.1269967746540
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2014,1136.7793280542500,1822.3742960500400,582.9125222300670
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2015,1125.9959421219300,1814.1555987779300,565.6082966760470
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2016,1128.665424756630,1797.7221659195200,568.1016037444760
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2017,1132.6697098392400,1796.5228656312400,573.6919249719360
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2018,1138.6177713152300,1833.186097022910,572.7932635906020
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2019,1145.4988583376300,1855.1143491379000,574.5697356487270
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2020,1254.3863556038700,2079.179529762760,634.4604367797390
YLDs (Years Lived with Disability),South Dakota,Both,All ages,Depressive disorders,Number,2021,1222.3217825142600,1984.8737739172100,629.3706836996190
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1990,6741.310251569170,15719.852261577400,1931.535300562760
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1991,6849.054347472340,15799.863721956200,1990.9167118600200
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1992,6981.060927609760,15942.477190149600,1998.298103002850
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1993,7139.477767190950,16374.998638418700,2113.360629150280
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1994,7329.065560895770,16834.099921625300,2139.4649413835600
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1995,7545.899828868520,17121.40602063930,2291.606185601270
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1996,7973.659194449470,18079.1178756097,2392.695573134280
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1997,8709.243174712420,19612.697052308900,2602.616221702610
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1998,9543.587856699650,21451.02416897160,2813.731439251600
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,1999,10351.315105104400,23105.859881380400,3062.798279725020
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2000,10855.397159723600,24198.59238655210,3240.288977337130
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2001,11148.197967627900,24910.292153632200,3357.1062886722900
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2002,11336.957858654500,24978.34795206040,3535.8933275658200
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2003,11464.022346226500,25347.70290209080,3562.9665472631700
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2004,11601.76764678810,25743.46152698230,3668.027246234390
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2005,11787.548621274900,26383.264182819100,3799.751695068400
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2006,12041.08638464440,26754.024670783600,3887.630473422570
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2007,12383.02913529090,27280.00549809970,3964.706316245130
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2008,12731.91758751080,27431.016123295700,4054.459918223210
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2009,13049.52826594950,28363.42944072280,4204.466669404120
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2010,13290.664304324000,28152.27471630740,4303.202450044340
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2011,13379.041095870300,28745.509308646300,4325.176035638960
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2012,13289.179159401600,28297.14691344300,4275.806404360690
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2013,13151.26618904030,28229.566267891700,4261.435686202700
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2014,13043.638230498600,28338.9304420638,4143.739268884280
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2015,13108.015584976500,28480.73133410170,4151.116034677490
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2016,13482.492460553100,29167.823485482000,4199.496649755790
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2017,14017.987560042600,30904.66213379870,4292.667086225590
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2018,14520.32644523770,32251.391539119900,4409.750561367430
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2019,14774.529605825600,33249.80550260210,4368.433929501560
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2020,14692.003790277300,32553.079718761000,4277.4080315350000
YLDs (Years Lived with Disability),Texas,Both,All ages,Anxiety disorders,Number,2021,14839.323573363800,33005.71293379100,4415.4104955545900
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1990,1815.966867718940,4123.192045129630,521.0364239025620
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1991,1825.601227468510,4173.262617633090,525.1329685733030
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1992,1842.7047589136600,4213.885865618620,528.8818238856690
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1993,1867.7796593991000,4311.514348578340,542.485013631028
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1994,1899.6782253254800,4356.520047545330,559.315677016777
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1995,1939.3928277490700,4457.550387607960,585.4308727472040
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1996,2035.5344333415600,4615.376309378480,590.8670462159570
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1997,2204.044712055660,5025.759739269230,654.9071260822120
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1998,2399.8085296323900,5441.686573055280,706.1173333726880
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,1999,2579.784134632050,5859.734099068950,751.3788965131160
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2000,2685.7569285319300,6049.700046321970,789.2496683621220
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2001,2729.6565723103400,6078.968592187620,814.5210492549830
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2002,2745.238275585660,6108.918505723980,822.8880208875460
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2003,2752.4816801662700,6149.14600958165,860.0520875116810
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2004,2750.3247835664400,6140.268096846470,870.2868899065760
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2005,2761.7307946551500,6118.54029474029,875.153463112896
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2006,2800.772069463860,6166.188511963230,898.1681473164270
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2007,2856.6065814598300,6191.167369763450,923.8290581107570
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2008,2912.888037933140,6364.375264178680,964.3377499688740
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2009,2961.8478705978100,6458.719912930960,961.9416218540490
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2010,2996.157979705540,6569.2408769405600,974.1087991817540
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2011,2995.30300264192,6503.5131867825500,981.7614828597900
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2012,2961.981590466430,6454.18748202806,965.6890256312770
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2013,2911.1636513500700,6361.68133632048,933.6388562222210
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2014,2883.1082522456200,6233.333079037620,902.1493122402070
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2015,2887.135055845480,6263.114481392940,892.5002063793560
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2016,2954.977504835600,6426.048820101200,915.465381001387
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2017,3056.791262250820,6770.860998298740,946.3366761276810
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2018,3150.171909196040,6954.983692110470,975.020805247468
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2019,3190.78304743998,7155.161007515330,973.5563038106710
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2020,3164.502928128860,7037.5839026253900,949.310036597501
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Anxiety disorders,Number,2021,3184.208783156650,7104.34611462959,939.1380086983180
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1990,710.7399690031290,1607.502352528850,215.50662905790100
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1991,734.2732642258260,1663.4618279433500,221.5481864496550
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1992,761.5841611894630,1706.014545684000,236.63613952699700
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1993,791.3733281554730,1761.4694550135500,243.60871991231500
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1994,825.5757793026080,1817.5438738665700,257.2960132879940
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1995,864.5202124380510,1888.5104562923600,269.96506405295200
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1996,927.0612472536740,2006.869915393370,291.4870779550590
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1997,1022.3243359936300,2208.025822576150,317.6282570136800
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1998,1128.572519534360,2476.1126620021,356.4567586741690
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,1999,1230.8834244038400,2700.9412638300800,389.9841818445440
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2000,1306.2950670166900,2876.009791235680,415.520668443294
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2001,1346.3026069176400,2947.8328830022700,427.6643295486730
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2002,1369.6885716877200,3010.9925354811300,437.9842654110440
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2003,1383.4215065417400,3037.371796004190,448.51879345006900
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2004,1395.0427728881500,3081.867888183750,460.2754180754100
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2005,1416.5722291525100,3096.584373729150,459.9934982879480
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2006,1444.3991560554700,3155.14849705593,463.01529768356800
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2007,1475.6031128735300,3159.7455616213800,480.007273348653
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2008,1506.1979248173600,3213.185311852650,490.8207543124620
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2009,1541.5862803421400,3244.156510344070,503.09971775890700
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2010,1568.8580686948200,3305.702060460500,513.8044263663780
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2011,1576.951082607140,3366.24353566241,508.9099556542500
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2012,1567.4580564821300,3369.8678074312700,517.7172101374750
